taxon	method	n_significant	n_tested	replication_score	direction_consistent	mean_effect
d__denovo26213	hurdle	1	4	0.25	True	-4.269946
d__denovo1002	hurdle	1	4	0.25	True	1.517785
d__denovo15647	hurdle	1	4	0.25	True	2.644903
d__denovo9723	hurdle	1	4	0.25	True	-2.392261
d__denovo20541	hurdle	1	4	0.25	True	3.197877
d__denovo18189	hurdle	1	4	0.25	True	24.134715
d__denovo13647	hurdle	1	4	0.25	True	2.535195
d__denovo5764	hurdle	1	4	0.25	False	-1.448906
d__denovo16016	hurdle	1	4	0.25	True	10.123606
d__denovo19156	hurdle	1	4	0.25	True	5.354966
d__denovo887	hurdle	1	4	0.25	True	0.907156
d__denovo13051	hurdle	1	4	0.25	True	-1.854154
d__denovo4617	hurdle	1	4	0.25	True	-5.947099
d__denovo15421	hurdle	1	4	0.25	True	-6.028325
d__denovo15608	hurdle	1	4	0.25	True	-5.016698
d__denovo501	hurdle	1	4	0.25	True	3.079083
d__denovo16934	hurdle	1	4	0.25	True	4.129527
d__denovo9133	hurdle	1	4	0.25	True	-8.845018
d__denovo6827	hurdle	1	4	0.25	True	-2.294121
d__denovo12046	hurdle	1	4	0.25	True	-3.538405
d__denovo17187	hurdle	1	4	0.25	True	3.578174
d__denovo18502	hurdle	1	4	0.25	True	1.926311
d__denovo9575	hurdle	1	4	0.25	True	-4.88098
d__denovo6899	hurdle	1	4	0.25	False	-7.3456304999999995
d__denovo6636	hurdle	1	4	0.25	True	3.940309
d__denovo21096	hurdle	1	4	0.25	True	-16.164012
d__denovo21537	hurdle	1	4	0.25	True	13.622085
d__denovo5683	hurdle	1	4	0.25	True	3.160672
d__denovo8527	hurdle	1	4	0.25	True	3.451074
d__denovo6836	hurdle	1	4	0.25	True	15.850283000000001
d__denovo11178	hurdle	1	4	0.25	True	-3.474688
d__denovo1627	hurdle	1	4	0.25	True	-2.316981
d__denovo5702	hurdle	1	4	0.25	True	3.301606
d__denovo25073	hurdle	1	4	0.25	True	-163.41595
d__denovo14545	hurdle	1	4	0.25	True	4.42816
d__denovo8214	hurdle	1	4	0.25	True	-6.8199000000000005
d__denovo13124	hurdle	1	4	0.25	True	-2.0313
d__denovo9416	hurdle	1	4	0.25	True	3.072456
d__denovo24076	hurdle	1	4	0.25	True	6.193792
d__denovo22654	hurdle	1	4	0.25	True	-4.061408
d__denovo8459	hurdle	1	4	0.25	True	7.44152
d__denovo15286	hurdle	1	4	0.25	True	8.38134
d__denovo15100	hurdle	1	4	0.25	True	2.245814
d__denovo15407	hurdle	1	4	0.25	True	-4.283489
d__denovo12729	hurdle	1	4	0.25	True	1.895322
d__denovo24310	hurdle	1	4	0.25	True	10.985045
d__denovo2578	hurdle	1	4	0.25	True	3.155192
d__denovo6794	hurdle	1	4	0.25	True	-4.458156
d__denovo24289	hurdle	1	4	0.25	True	-4.84462
d__denovo24915	hurdle	1	4	0.25	True	5.573201
d__denovo6433	hurdle	1	4	0.25	False	-5.0128145
d__denovo6751	hurdle	1	4	0.25	True	-2.659423
d__denovo1903	hurdle	1	4	0.25	True	3.300681
d__denovo4203	hurdle	1	4	0.25	True	-4.168503
d__denovo18266	hurdle	1	4	0.25	True	-5454545507.121468
d__denovo8993	hurdle	1	4	0.25	True	-5.912998
d__denovo6214	hurdle	1	4	0.25	False	-4.623883
d__denovo11991	hurdle	1	4	0.25	True	17.259619
d__denovo26923	hurdle	1	4	0.25	True	9999680811.95734
d__denovo9724	hurdle	1	4	0.25	True	-2.130251
d__denovo23361	hurdle	1	4	0.25	True	-9.777867
d__denovo143	hurdle	1	4	0.25	False	-1.7341983333333333
d__denovo6165	hurdle	1	4	0.25	True	3.470245
d__denovo22407	hurdle	1	4	0.25	True	3.735887
d__denovo25121	hurdle	1	4	0.25	True	-5.782132
d__denovo212	hurdle	1	4	0.25	True	-2500000131.8647375
d__denovo4805	hurdle	2	4	0.5	True	5.543955499999999
d__denovo29721	hurdle	1	4	0.25	True	9999694570.947523
d__denovo12108	hurdle	1	4	0.25	True	3.866419
d__denovo4061	hurdle	1	4	0.25	True	-1.8783260000000002
d__denovo10094	hurdle	1	4	0.25	True	-2.2959205
d__denovo9867	hurdle	1	4	0.25	True	-215261281.303833
d__denovo7385	hurdle	1	4	0.25	False	-1.400862
d__denovo23876	hurdle	1	4	0.25	True	4.774986
d__denovo16446	hurdle	1	4	0.25	True	2.844509
d__denovo12314	hurdle	1	4	0.25	True	9.307553
d__denovo28	hurdle	1	4	0.25	False	-0.9250445
d__denovo20909	hurdle	1	4	0.25	True	17.682594
d__denovo12588	hurdle	1	4	0.25	True	-13.654879
d__denovo11750	hurdle	1	4	0.25	True	8.353597
d__denovo24754	hurdle	1	4	0.25	True	27.578261
d__denovo1411	hurdle	1	4	0.25	False	-1.187712
d__denovo10537	hurdle	1	4	0.25	True	3.342825
d__denovo15599	hurdle	1	4	0.25	True	-15.934624
d__denovo15702	hurdle	1	4	0.25	True	-9.920425
d__denovo12877	hurdle	1	4	0.25	True	-3.864826
d__denovo1609	hurdle	1	4	0.25	True	5.293353
d__denovo22792	hurdle	1	4	0.25	True	-9.477501
d__denovo15380	hurdle	1	4	0.25	True	1.418195
d__denovo7943	hurdle	1	4	0.25	False	-1.077375
d__denovo22154	hurdle	1	4	0.25	True	100824.584006
d__denovo12762	hurdle	1	4	0.25	True	11.250771
d__denovo25210	hurdle	1	4	0.25	True	-4.269946
d__denovo516	hurdle	1	4	0.25	True	1.9200729999999997
d__denovo2318	hurdle	1	4	0.25	True	2.9751945
d__denovo2881	hurdle	1	4	0.25	True	-1.147462
d__denovo3546	hurdle	1	4	0.25	False	0.9298394999999999
d__denovo4461	hurdle	1	4	0.25	True	-15.334362
d__denovo14658	hurdle	1	4	0.25	True	2.210093
d__denovo474	hurdle	1	4	0.25	False	-0.9786496666666665
d__denovo25518	hurdle	1	4	0.25	True	-5.160767
d__denovo4162	hurdle	1	4	0.25	True	-5.522827
d__denovo3177	hurdle	1	4	0.25	True	-1.9685495
d__denovo15694	hurdle	1	4	0.25	True	-1.686137
d__denovo2484	hurdle	1	4	0.25	True	3.61116
d__denovo16321	hurdle	1	4	0.25	True	13.286963
d__denovo10917	hurdle	1	4	0.25	True	-8.721281
d__denovo6869	hurdle	1	4	0.25	True	-3.048318
d__denovo14807	hurdle	1	4	0.25	True	2.258454
d__denovo23375	hurdle	1	4	0.25	True	-4.381025
d__denovo7271	hurdle	1	4	0.25	False	-3.253226
d__denovo26032	hurdle	1	4	0.25	True	3665740072.56115
d__denovo14537	hurdle	1	4	0.25	True	-2.115692
d__denovo16844	hurdle	1	4	0.25	True	5.522827
d__denovo7901	hurdle	1	4	0.25	True	1.394068
d__denovo10039	hurdle	1	4	0.25	True	-4.3358425
d__denovo4609	hurdle	1	4	0.25	False	2.505096
d__denovo239	hurdle	1	4	0.25	True	-0.971804
d__denovo17179	hurdle	1	4	0.25	True	4.368149
d__denovo5286	hurdle	1	4	0.25	False	8.052759
d__denovo15249	hurdle	1	4	0.25	True	-2.413756
d__denovo4305	hurdle	1	4	0.25	False	1.3751615
d__denovo9688	hurdle	1	4	0.25	True	6.470851
d__denovo10161	hurdle	1	4	0.25	True	-2.4314825
d__denovo3045	hurdle	1	4	0.25	True	1.665869
d__denovo18297	hurdle	1	4	0.25	True	7.569358
d__denovo3440	hurdle	1	4	0.25	True	-3.3948365
d__denovo6520	hurdle	1	4	0.25	True	3.263637
d__denovo10961	hurdle	1	4	0.25	True	-5.096559
d__denovo17341	hurdle	1	4	0.25	True	-2727273072.149754
d__denovo11338	hurdle	1	4	0.25	True	-5.523185
d__denovo12730	hurdle	1	4	0.25	True	2.799889
d__denovo7292	hurdle	1	4	0.25	False	-1.3986125
d__denovo6372	hurdle	1	4	0.25	True	-1.4148875
d__denovo4208	hurdle	1	4	0.25	True	-2.168519
d__denovo10041	hurdle	1	4	0.25	True	-2.41028
d__denovo4841	hurdle	1	4	0.25	False	-1.264128
d__denovo13747	hurdle	1	4	0.25	True	-7.273192
d__denovo5622	hurdle	1	4	0.25	True	9.584623
d__denovo16153	hurdle	1	4	0.25	True	13.81264
d__denovo7026	hurdle	1	4	0.25	True	-4.276485
d__denovo20617	hurdle	1	4	0.25	True	-2.285916
d__denovo18200	hurdle	1	4	0.25	True	3.633824
d__denovo855	hurdle	1	4	0.25	False	0.8493824999999999
d__denovo19972	hurdle	1	4	0.25	True	-17.846133
d__denovo10997	hurdle	1	4	0.25	True	-4.160338
d__denovo26234	hurdle	1	4	0.25	True	-2000000035.667747
d__denovo12542	hurdle	1	4	0.25	True	6.981632
d__denovo21644	hurdle	1	4	0.25	True	4.880131
d__denovo15214	hurdle	1	4	0.25	True	15.724718
d__denovo25702	hurdle	1	4	0.25	True	6.992506
d__denovo19853	hurdle	1	4	0.25	True	26.957489
d__denovo19182	hurdle	1	4	0.25	True	19.400796
d__denovo3166	hurdle	1	4	0.25	False	0.8744625
d__denovo16451	hurdle	1	4	0.25	True	-15.853134
d__denovo15408	hurdle	1	4	0.25	True	3.453231
d__denovo2329	hurdle	1	4	0.25	True	3.54424
d__denovo26712	hurdle	1	4	0.25	True	-8.556902
d__denovo11970	hurdle	1	4	0.25	True	-7.052591
d__denovo17895	hurdle	1	4	0.25	True	3.734178
d__denovo17141	hurdle	1	4	0.25	True	8.806301
d__denovo12030	hurdle	1	4	0.25	True	-3.548537
d__denovo10379	hurdle	1	4	0.25	True	-8.108
d__denovo8418	hurdle	1	4	0.25	False	
d__denovo8584	hurdle	1	4	0.25	True	3.667285
d__denovo6125	hurdle	1	4	0.25	False	
d__denovo10971	hurdle	1	4	0.25	True	-4.321423
d__denovo13229	hurdle	1	4	0.25	True	-5.999995
d__denovo2222	hurdle	1	4	0.25	True	-2.805811
d__denovo28086	hurdle	1	4	0.25	True	-10000000082.076113
d__denovo12985	hurdle	1	4	0.25	True	-16.383568
d__denovo22824	hurdle	1	4	0.25	True	8.147112
d__denovo18941	hurdle	1	4	0.25	True	9.717225
d__denovo24209	hurdle	1	4	0.25	True	16.017047
d__denovo8245	hurdle	1	4	0.25	True	-7.1931400000000005
d__denovo1582	hurdle	1	4	0.25	False	0.566675
d__denovo22254	hurdle	1	4	0.25	True	-13.506134
d__denovo23081	hurdle	1	4	0.25	True	6.289217
d__denovo7603	hurdle	2	4	0.5	False	0.8561890000000001
d__denovo17631	hurdle	1	4	0.25	True	-4.04137
d__denovo9321	hurdle	1	4	0.25	True	-6.184327
d__denovo19429	hurdle	1	4	0.25	True	-9.240788
d__denovo19343	hurdle	1	4	0.25	True	17.744499
d__denovo1187	hurdle	1	4	0.25	False	-1.7584119999999999
d__denovo15926	hurdle	1	4	0.25	True	1.930225
d__denovo6128	hurdle	1	4	0.25	True	2.808869
d__denovo24601	hurdle	1	4	0.25	True	-3.327153
d__denovo16210	hurdle	1	4	0.25	True	-7.22924
d__denovo12769	hurdle	1	4	0.25	True	4.554056
d__denovo23519	hurdle	1	4	0.25	True	-16.2939
d__denovo1509	hurdle	1	4	0.25	False	4.11808
d__denovo12921	hurdle	1	4	0.25	True	3.578341
d__denovo3873	hurdle	1	4	0.25	True	-13.426928
d__denovo8164	hurdle	1	4	0.25	False	-1.260339
d__denovo8879	hurdle	1	4	0.25	True	2.167141
d__denovo4224	hurdle	1	4	0.25	True	-6.974709
d__denovo17325	hurdle	1	4	0.25	True	4.304162
d__denovo6036	hurdle	1	4	0.25	True	-8.645511
d__denovo6883	hurdle	1	4	0.25	False	1.4705735
d__denovo1222	hurdle	1	4	0.25	True	-2.028302
d__denovo16569	hurdle	1	4	0.25	True	-4.661381
d__denovo6243	hurdle	1	4	0.25	True	-3.011718
d__denovo7325	hurdle	1	4	0.25	True	7.470189
d__denovo15821	hurdle	1	4	0.25	True	5.230762
d__denovo3911	hurdle	1	4	0.25	True	-1.769007
d__denovo298	hurdle	1	4	0.25	True	4.1296665
d__denovo7732	hurdle	1	4	0.25	True	7.221638
d__denovo15754	hurdle	1	4	0.25	True	-2.5438
d__denovo6340	hurdle	1	4	0.25	True	-2.562343
d__denovo12988	hurdle	1	4	0.25	True	-20.945205
d__denovo12316	hurdle	1	4	0.25	True	-20.952445
d__denovo7416	hurdle	1	4	0.25	True	4.696141
d__denovo16948	hurdle	1	4	0.25	True	8.904771
d__denovo18435	hurdle	1	4	0.25	True	-1.810088
d__denovo19143	hurdle	1	4	0.25	True	3.106099
d__denovo15441	hurdle	1	4	0.25	True	-3.729127
d__denovo14800	hurdle	1	4	0.25	True	2.804237
d__denovo21072	hurdle	1	4	0.25	True	6.012385
d__denovo2354	hurdle	1	4	0.25	False	6.6988465
d__denovo7444	hurdle	1	4	0.25	True	4.182928
d__denovo10342	hurdle	1	4	0.25	True	-14.06189
d__denovo18827	hurdle	1	4	0.25	True	16.017047
d__denovo23288	hurdle	1	4	0.25	True	-1.887517
d__denovo19839	hurdle	1	4	0.25	True	16.191182
d__denovo8047	hurdle	1	4	0.25	False	
d__denovo14898	hurdle	1	4	0.25	True	5.411
d__denovo15650	hurdle	1	4	0.25	True	-9.321454
d__denovo6283	hurdle	1	4	0.25	False	-2.853109
d__denovo301	hurdle	1	4	0.25	True	-1.94674
d__denovo5623	hurdle	1	4	0.25	True	-1.71589
d__denovo8776	hurdle	1	4	0.25	True	5.650711
d__denovo18658	hurdle	1	4	0.25	True	4.189821
d__denovo8651	hurdle	1	4	0.25	True	-2.9582800000000002
d__denovo19892	hurdle	1	4	0.25	True	-6.495163
d__denovo12290	hurdle	1	4	0.25	True	-3.771318
d__denovo289	hurdle	1	4	0.25	False	-1.7573433333333333
d__denovo9977	hurdle	1	4	0.25	True	2.132743
d__denovo4922	hurdle	1	4	0.25	True	-1.854408
d__denovo16462	hurdle	1	4	0.25	True	8.066647
d__denovo5528	hurdle	1	4	0.25	False	-4.490616
d__denovo6565	hurdle	1	4	0.25	True	-3.635255
d__denovo13288	hurdle	1	4	0.25	True	1.303935
d__denovo4103	hurdle	1	4	0.25	False	1.7729599999999999
d__denovo14801	hurdle	1	4	0.25	True	-2.141927
d__denovo6730	hurdle	1	4	0.25	False	-0.7539529999999999
d__denovo11530	hurdle	1	4	0.25	True	-14.488002
d__denovo9836	hurdle	1	4	0.25	True	6.219347
d__denovo5661	hurdle	1	4	0.25	True	-5.9210175000000005
d__denovo4630	hurdle	1	4	0.25	False	-4.994202499999999
d__denovo8509	hurdle	1	4	0.25	True	3.382619
d__denovo6254	hurdle	1	4	0.25	True	3.169957
d__denovo9023	hurdle	1	4	0.25	True	-2.8600985
d__denovo5992	hurdle	1	4	0.25	False	6.2840725
d__denovo8732	hurdle	1	4	0.25	True	-1.364865
d__denovo22448	hurdle	1	4	0.25	True	17.785819
d__denovo25824	hurdle	1	4	0.25	True	4.880131
d__denovo13010	hurdle	1	4	0.25	True	6.695388
d__denovo28273	hurdle	1	4	0.25	True	-5.160767
d__denovo15007	hurdle	1	4	0.25	True	-7.868423
d__denovo5211	hurdle	1	4	0.25	False	1.4578499999999999
d__denovo690	hurdle	1	4	0.25	True	2.0421355
d__denovo12346	hurdle	1	4	0.25	True	10.446592
d__denovo22856	hurdle	1	4	0.25	True	-16.279135
d__denovo17706	hurdle	1	4	0.25	True	1.730092
d__denovo12806	hurdle	1	4	0.25	True	-2.659266
d__denovo21380	hurdle	1	4	0.25	True	16.244973
d__denovo9069	hurdle	1	4	0.25	True	-9999690391.355543
d__denovo6976	hurdle	1	4	0.25	True	1.3847545
d__denovo7911	hurdle	1	4	0.25	True	-3.029436
d__denovo6105	hurdle	1	4	0.25	False	1.378749
d__denovo6302	hurdle	2	4	0.5	True	-7.0841335
d__denovo23146	hurdle	1	4	0.25	True	-2.74079
d__denovo26496	hurdle	1	4	0.25	True	1.84289
d__denovo1574	hurdle	1	4	0.25	True	0.8762075
d__denovo12741	hurdle	1	4	0.25	True	-2.596567
d__denovo606	hurdle	1	4	0.25	True	-2.5751074999999997
d__denovo26414	hurdle	1	4	0.25	True	3.466543
d__denovo452	hurdle	1	4	0.25	False	1.6586776666666665
d__denovo17030	hurdle	1	4	0.25	True	-5.784067
d__denovo2118	hurdle	1	4	0.25	True	-2.777174
d__denovo24510	hurdle	1	4	0.25	True	2.896032
d__denovo18790	hurdle	1	4	0.25	True	-139.686001
d__denovo1141	hurdle	1	4	0.25	False	-0.9754144999999999
d__denovo10474	hurdle	1	4	0.25	True	-6.653817
d__denovo5445	hurdle	1	4	0.25	True	9.33495
d__denovo2055	hurdle	1	4	0.25	True	-1.3537929999999998
d__denovo7596	hurdle	1	4	0.25	True	-11.181664
d__denovo17186	hurdle	1	4	0.25	True	1.752029
d__denovo17473	hurdle	1	4	0.25	True	-3.840583
d__denovo76	hurdle	1	4	0.25	False	3.73863775
d__denovo2631	hurdle	1	4	0.25	False	3.33981
d__denovo4083	hurdle	1	4	0.25	True	6.071548
d__denovo22009	hurdle	1	4	0.25	True	2.909994
d__denovo15049	hurdle	1	4	0.25	True	-3.084883
d__denovo12468	hurdle	1	4	0.25	True	12.558365
d__denovo15824	hurdle	1	4	0.25	True	13.121512
d__denovo21101	hurdle	1	4	0.25	True	-4.111985
d__denovo16283	hurdle	1	4	0.25	True	-10.771157
d__denovo12774	hurdle	1	4	0.25	True	8.814573
d__denovo10150	hurdle	1	4	0.25	True	-4163843670.2183075
d__denovo21212	hurdle	1	4	0.25	True	16.64178
d__denovo9886	hurdle	1	4	0.25	False	-0.9698640000000001
d__denovo18119	hurdle	1	4	0.25	True	-4.888061
d__denovo1262	hurdle	1	4	0.25	True	1.5415839999999998
d__denovo11118	hurdle	1	4	0.25	False	-2.246338
d__denovo17234	hurdle	1	4	0.25	True	2.561468
d__denovo18132	hurdle	1	4	0.25	True	-7.726991
d__denovo9767	hurdle	1	4	0.25	True	-6.337301
d__denovo4286	hurdle	1	4	0.25	True	1.750812
d__denovo18008	hurdle	1	4	0.25	True	-3.170933
d__denovo6929	hurdle	1	4	0.25	True	0.7501085
d__denovo3685	hurdle	1	4	0.25	False	-0.9271915
d__denovo14002	hurdle	1	4	0.25	True	-7.218768
d__denovo3283	hurdle	1	4	0.25	True	-0.9304055
d__denovo7694	hurdle	1	4	0.25	True	-3.157264
d__denovo11166	hurdle	1	4	0.25	True	-7.558558
d__denovo7134	hurdle	1	4	0.25	False	-5.6898945
d__denovo7315	hurdle	1	4	0.25	True	5.655713
d__denovo4664	hurdle	1	4	0.25	False	-0.588074
d__denovo8593	hurdle	1	4	0.25	True	-2.428374
d__denovo9376	hurdle	1	4	0.25	True	-4.089727
d__denovo2858	hurdle	1	4	0.25	True	-1.548795
d__denovo4023	hurdle	1	4	0.25	True	-4.084986
d__denovo8283	hurdle	1	4	0.25	True	-1.553784
d__denovo17862	hurdle	1	4	0.25	True	-2.345262
d__denovo2057	hurdle	1	4	0.25	True	-2.442226
d__denovo8754	hurdle	1	4	0.25	False	3.195198
d__denovo6335	hurdle	1	4	0.25	True	1.936913
d__denovo21995	hurdle	1	4	0.25	True	5.543332
d__denovo24519	hurdle	1	4	0.25	True	-6.393328
d__denovo19431	hurdle	1	4	0.25	True	-4.891506
d__denovo24751	hurdle	1	4	0.25	True	8.964688
d__denovo9161	hurdle	1	4	0.25	True	10.372527
d__denovo9972	hurdle	1	4	0.25	True	-1.745316
d__denovo14884	hurdle	1	4	0.25	True	3.38914
d__denovo16409	hurdle	1	4	0.25	True	-5.546422
d__denovo6824	hurdle	1	4	0.25	False	4.260742
d__denovo13714	hurdle	1	4	0.25	True	1.617688
d__denovo3323	hurdle	1	4	0.25	True	-2.7519715000000002
d__denovo20743	hurdle	1	4	0.25	True	3.577068
d__denovo19148	hurdle	1	4	0.25	True	17.055109
d__denovo3618	hurdle	1	4	0.25	False	-2.7900155
d__denovo20245	hurdle	1	4	0.25	True	-8.033331
d__denovo14266	hurdle	1	4	0.25	True	2.895565
d__denovo10524	hurdle	1	4	0.25	True	2.763444
d__denovo13143	hurdle	1	4	0.25	True	2.823829
d__denovo2244	hurdle	1	4	0.25	False	-1.48338
d__denovo10498	hurdle	1	4	0.25	True	-2.369293
d__denovo6610	hurdle	1	4	0.25	False	5000000102.0793705
d__denovo7909	hurdle	1	4	0.25	False	-5.1732949999999995
d__denovo4096	hurdle	1	4	0.25	False	-0.5541514999999999
d__denovo26154	hurdle	1	4	0.25	True	8.556902
d__denovo21019	hurdle	1	4	0.25	True	6.289217
d__denovo18989	hurdle	1	4	0.25	True	-7.417259
d__denovo22147	hurdle	1	4	0.25	True	19745.212872
d__denovo16852	hurdle	1	4	0.25	True	5.062131
d__denovo11755	hurdle	1	4	0.25	False	
d__denovo3952	hurdle	1	4	0.25	False	1.198342
d__denovo7540	hurdle	1	4	0.25	True	3.022067
d__denovo15374	hurdle	1	4	0.25	True	12.749601
d__denovo15620	hurdle	1	4	0.25	True	8.699363
d__denovo9557	hurdle	1	4	0.25	True	-7.467049
d__denovo22336	hurdle	1	4	0.25	True	2.601741
d__denovo28100	hurdle	1	4	0.25	True	10.258214
d__denovo15721	hurdle	1	4	0.25	True	-20.161591
d__denovo7449	hurdle	1	4	0.25	True	-14.216791
d__denovo4845	hurdle	1	4	0.25	False	1.976251
d__denovo16868	hurdle	1	4	0.25	True	-2.434978
d__denovo18018	hurdle	1	4	0.25	True	-4.595361
d__denovo16597	hurdle	1	4	0.25	True	5.296391
d__denovo6790	hurdle	1	4	0.25	True	-16.374171
d__denovo22343	hurdle	1	4	0.25	True	23.141337
d__denovo9217	hurdle	1	4	0.25	False	2.09637
d__denovo13322	hurdle	1	4	0.25	True	12.606768
d__denovo3820	hurdle	1	4	0.25	False	1.8428895
d__denovo5115	hurdle	1	4	0.25	True	5.019105000000001
d__denovo8499	hurdle	1	4	0.25	True	-1.076882
d__denovo558	hurdle	1	4	0.25	False	
d__denovo17194	hurdle	1	4	0.25	True	-6.107144
d__denovo11372	hurdle	1	4	0.25	True	-7.779697
d__denovo11790	hurdle	1	4	0.25	True	-10000000162.088516
d__denovo12150	hurdle	1	4	0.25	True	14.91157
d__denovo3692	hurdle	1	4	0.25	False	0.376917
d__denovo9451	hurdle	1	4	0.25	True	7.789443
d__denovo8287	hurdle	1	4	0.25	True	-5.2473624999999995
d__denovo12106	hurdle	1	4	0.25	True	2.14545
d__denovo7327	hurdle	1	4	0.25	True	-10.46994
d__denovo24203	hurdle	1	4	0.25	True	15.806783
d__denovo3929	hurdle	1	4	0.25	True	3.174939
d__denovo15779	hurdle	1	4	0.25	True	10.342633
d__denovo18345	hurdle	1	4	0.25	True	16.191182
d__denovo4012	hurdle	1	4	0.25	True	2.801638
d__denovo11249	hurdle	1	4	0.25	True	9.414246
d__denovo19782	hurdle	1	4	0.25	True	6.573184
d__denovo9948	hurdle	1	4	0.25	True	6.139485
d__denovo14100	hurdle	1	4	0.25	True	3.269095
d__denovo23586	hurdle	1	4	0.25	True	6.718631
d__denovo8213	hurdle	1	4	0.25	True	-3.164966
d__denovo16342	hurdle	1	4	0.25	True	10.990416
d__denovo17005	hurdle	1	4	0.25	True	8.105238
d__denovo13811	hurdle	1	4	0.25	True	-1.913675
d__denovo14510	hurdle	1	4	0.25	True	11.098405
d__denovo14522	hurdle	1	4	0.25	True	3.596257
d__denovo10128	hurdle	1	4	0.25	True	-10.1769
d__denovo6326	hurdle	1	4	0.25	True	-6.755869
d__denovo5777	hurdle	1	4	0.25	True	2.2533630000000002
d__denovo18745	hurdle	1	4	0.25	True	12.306172
d__denovo9986	hurdle	1	4	0.25	True	-2.127322
d__denovo23099	hurdle	1	4	0.25	True	1.605724
d__denovo4134	hurdle	1	4	0.25	True	5.1418605
d__denovo4516	hurdle	1	4	0.25	False	0.871071
d__denovo947	hurdle	1	4	0.25	True	2.016356
d__denovo8295	hurdle	1	4	0.25	True	-1.694773
d__denovo278	hurdle	1	4	0.25	True	0.685179
d__denovo3904	hurdle	1	4	0.25	False	-5.4751585
d__denovo12883	hurdle	1	4	0.25	True	-7.936544
d__denovo4722	hurdle	1	4	0.25	True	-2.633642
d__denovo12307	hurdle	1	4	0.25	True	-14.061844
d__denovo7616	hurdle	1	4	0.25	False	
d__denovo7068	hurdle	1	4	0.25	True	-1.877728
d__denovo1569	hurdle	1	4	0.25	True	1.8124939999999998
d__denovo11552	hurdle	1	4	0.25	True	14.061906
d__denovo3038	hurdle	1	4	0.25	False	6.34408
d__denovo6852	hurdle	1	4	0.25	False	2.96585
d__denovo4376	hurdle	1	4	0.25	False	1.2905635
d__denovo25357	hurdle	1	4	0.25	True	-30.652982
d__denovo543	hurdle	1	4	0.25	False	4163665106.805971
d__denovo20889	hurdle	1	4	0.25	True	2.47745
d__denovo8574	hurdle	1	4	0.25	True	-6.6455565
d__denovo12938	hurdle	1	4	0.25	True	8.569999
d__denovo5532	hurdle	1	4	0.25	True	22.002758
d__denovo19922	hurdle	1	4	0.25	True	-6.329007
d__denovo3955	hurdle	1	4	0.25	True	4.344265
d__denovo21618	hurdle	1	4	0.25	True	2.111139
d__denovo12870	hurdle	1	4	0.25	True	18.257918
d__denovo570	hurdle	2	4	0.5	True	-5000000021.344224
d__denovo104	hurdle	1	4	0.25	False	-0.7323882499999999
d__denovo4249	hurdle	1	4	0.25	True	4.469324
d__denovo1163	hurdle	1	4	0.25	True	-3.739675
d__denovo9005	hurdle	1	4	0.25	True	1.666316
d__denovo11608	hurdle	1	4	0.25	True	8.687391
d__denovo16405	hurdle	1	4	0.25	True	12.818586
d__denovo12840	hurdle	1	4	0.25	True	1.953701
d__denovo24774	hurdle	1	4	0.25	True	8.468243
d__denovo19975	hurdle	1	4	0.25	True	22.470532
d__denovo17860	hurdle	1	4	0.25	True	-8.585066
d__denovo20515	hurdle	1	4	0.25	True	-5.149452
d__denovo3007	hurdle	1	4	0.25	True	-1.442455
d__denovo19079	hurdle	1	4	0.25	True	-11.42099
d__denovo3228	hurdle	1	4	0.25	True	21.677759
d__denovo5780	hurdle	1	4	0.25	True	2.512375
d__denovo13012	hurdle	1	4	0.25	True	-10.475436
d__denovo13423	hurdle	1	4	0.25	True	9.476332
d__denovo18186	hurdle	1	4	0.25	True	-3.091067
d__denovo4593	hurdle	1	4	0.25	True	-3.9999705
d__denovo3557	hurdle	1	4	0.25	True	3.463553
d__denovo5469	hurdle	1	4	0.25	True	8.453896
d__denovo9782	hurdle	1	4	0.25	True	-4.319331
d__denovo5598	hurdle	1	4	0.25	True	1.9164075
d__denovo17514	hurdle	1	4	0.25	True	-5.662476
d__denovo23688	hurdle	1	4	0.25	True	-4.269946
d__denovo10154	hurdle	1	4	0.25	True	-5.486935
d__denovo997	hurdle	1	4	0.25	True	-3.188804
d__denovo3932	hurdle	1	4	0.25	True	3.778975
d__denovo14627	hurdle	1	4	0.25	True	4.231868
d__denovo13641	hurdle	1	4	0.25	True	-1.797174
d__denovo7172	hurdle	1	4	0.25	False	2.8108325
d__denovo12391	hurdle	1	4	0.25	True	13.472429
d__denovo14565	hurdle	1	4	0.25	True	-4.784769
d__denovo5046	hurdle	1	4	0.25	True	6.854361
d__denovo20419	hurdle	1	4	0.25	True	-15.467716
d__denovo8710	hurdle	1	4	0.25	True	-5.750853
d__denovo213	hurdle	1	4	0.25	True	1.99693
d__denovo4832	hurdle	1	4	0.25	True	6.1829225
d__denovo21801	hurdle	1	4	0.25	True	2.917253
d__denovo19093	hurdle	1	4	0.25	True	2.728789
d__denovo3152	hurdle	1	4	0.25	True	-2.827018
d__denovo7754	hurdle	1	4	0.25	False	4.739628
d__denovo13237	hurdle	1	4	0.25	True	-3.226915
d__denovo14504	hurdle	1	4	0.25	True	-8.488375
d__denovo6191	hurdle	1	4	0.25	True	1.333493
d__denovo12253	hurdle	1	4	0.25	True	-14.06189
d__denovo3077	hurdle	1	4	0.25	False	1.5318985
d__denovo10252	hurdle	1	4	0.25	True	-3.538888
