taxon	method	n_significant	n_tested	replication_score	direction_consistent	mean_effect
d__denovo9371	hurdle	1	4	0.25	False	-3.694687
d__denovo20781	hurdle	1	4	0.25	True	-4.08678
d__denovo6256	hurdle	1	4	0.25	True	-10.153733
d__denovo7128	hurdle	1	4	0.25	False	-0.807578
d__denovo9642	hurdle	1	4	0.25	True	-18.976838
d__denovo11737	hurdle	1	4	0.25	True	-1.856805
d__denovo15284	hurdle	1	4	0.25	True	2.542323
d__denovo3854	hurdle	1	4	0.25	True	1.3259794999999999
d__denovo14601	hurdle	1	4	0.25	True	2.042948
d__denovo18955	hurdle	1	4	0.25	True	-1.522783
d__denovo11356	hurdle	1	4	0.25	True	-1.759076
d__denovo13091	hurdle	1	4	0.25	True	7.722143
d__denovo11627	hurdle	1	4	0.25	True	-1.668385
d__denovo6826	hurdle	1	4	0.25	True	-5.815671
d__denovo3947	hurdle	1	4	0.25	False	4.738815
d__denovo5759	hurdle	1	4	0.25	False	2.3287449999999996
d__denovo4371	hurdle	1	4	0.25	True	-2.565566
d__denovo1636	hurdle	1	4	0.25	True	-0.987763
d__denovo3633	hurdle	1	4	0.25	True	-3.024537
d__denovo6406	hurdle	1	4	0.25	False	0.6899655
d__denovo4420	hurdle	2	4	0.5	True	4.508865
d__denovo10640	hurdle	1	4	0.25	True	-17.032393
d__denovo12708	hurdle	1	4	0.25	True	-2.978228
d__denovo9934	hurdle	1	4	0.25	True	4.212534
d__denovo8119	hurdle	1	4	0.25	True	-14.912515
d__denovo5495	hurdle	1	4	0.25	False	-0.7270804999999999
d__denovo83	hurdle	1	4	0.25	False	-0.980467
d__denovo10803	hurdle	1	4	0.25	False	
d__denovo10114	hurdle	1	4	0.25	True	-16.050268
d__denovo21859	hurdle	1	4	0.25	True	6.261233
d__denovo16840	hurdle	1	4	0.25	True	-3.132661
d__denovo16392	hurdle	1	4	0.25	True	-7.648308
d__denovo6884	hurdle	1	4	0.25	True	-9.440877
d__denovo7353	hurdle	1	4	0.25	True	-4.382228
d__denovo3128	hurdle	1	4	0.25	True	1.271161
d__denovo8883	hurdle	1	4	0.25	True	-12.235824
d__denovo11760	hurdle	1	4	0.25	True	-215249831.371674
d__denovo7217	hurdle	1	4	0.25	False	173.560341
d__denovo22065	hurdle	1	4	0.25	True	19.788671
d__denovo8785	hurdle	1	4	0.25	True	-1.45016
d__denovo29735	hurdle	1	4	0.25	True	8079108497.470884
d__denovo28574	hurdle	1	4	0.25	True	13.243625
d__denovo15786	hurdle	1	4	0.25	True	-15.703475
d__denovo21285	hurdle	1	4	0.25	True	-9.110352
d__denovo17135	hurdle	1	4	0.25	True	-2.776866
d__denovo20489	hurdle	1	4	0.25	True	2.008536
d__denovo4024	hurdle	1	4	0.25	True	2.7569614999999996
d__denovo12709	hurdle	1	4	0.25	True	-9.821644
d__denovo11426	hurdle	1	4	0.25	True	-6.147335
d__denovo2776	hurdle	1	4	0.25	False	3.7797265
d__denovo20954	hurdle	1	4	0.25	True	3.577068
d__denovo10724	hurdle	1	4	0.25	True	18.821795
d__denovo26747	hurdle	1	4	0.25	True	-13.443158
d__denovo13332	hurdle	1	4	0.25	True	6.518316
d__denovo4338	hurdle	1	4	0.25	True	2.5779829999999997
d__denovo23720	hurdle	1	4	0.25	True	27.578261
d__denovo12113	hurdle	1	4	0.25	True	3.451811
d__denovo19127	hurdle	1	4	0.25	True	-8.821001
d__denovo17453	hurdle	1	4	0.25	True	-9.122093
d__denovo27138	hurdle	1	4	0.25	True	3.466543
d__denovo20869	hurdle	1	4	0.25	True	-10000000285.690308
d__denovo1024	hurdle	1	4	0.25	False	-1.483486
d__denovo18136	hurdle	1	4	0.25	True	-4.658232
d__denovo29053	hurdle	1	4	0.25	True	-2000000035.667809
d__denovo6449	hurdle	1	4	0.25	True	-1.727775
d__denovo6114	hurdle	1	4	0.25	True	9.396125
d__denovo10555	hurdle	1	4	0.25	True	-2.060191
d__denovo8000	hurdle	1	4	0.25	True	2.122164
d__denovo17863	hurdle	1	4	0.25	True	-1.483395
d__denovo24276	hurdle	1	4	0.25	True	3.651491
d__denovo24448	hurdle	1	4	0.25	True	1.87192
d__denovo5327	hurdle	1	4	0.25	False	0.022471499999999978
d__denovo6767	hurdle	1	4	0.25	False	-2.5744585
d__denovo5321	hurdle	1	4	0.25	True	0.845005
d__denovo14555	hurdle	1	4	0.25	True	9999684217.53378
d__denovo27204	hurdle	1	4	0.25	True	2.069382
d__denovo13495	hurdle	1	4	0.25	True	-8.308949
d__denovo4685	hurdle	2	4	0.5	False	0.036165
d__denovo23845	hurdle	1	4	0.25	True	-3.170933
d__denovo15787	hurdle	1	4	0.25	True	2.870623
d__denovo1559	hurdle	1	4	0.25	True	1.2382605
d__denovo6046	hurdle	2	4	0.5	True	-3.822762
d__denovo14168	hurdle	1	4	0.25	True	-4.884696
d__denovo7791	hurdle	1	4	0.25	True	1.900245
d__denovo26759	hurdle	1	4	0.25	True	7.40658
d__denovo17177	hurdle	1	4	0.25	True	-6.139485
d__denovo7827	hurdle	1	4	0.25	True	-1.8661984999999999
d__denovo1182	hurdle	1	4	0.25	True	-1.2340134999999999
d__denovo18821	hurdle	1	4	0.25	True	-2.247409
d__denovo6688	hurdle	1	4	0.25	True	4.434882
d__denovo26105	hurdle	1	4	0.25	True	7.963638
d__denovo21686	hurdle	1	4	0.25	True	4.683149
d__denovo13970	hurdle	1	4	0.25	True	-4.132973
d__denovo6404	hurdle	1	4	0.25	True	6.658936
d__denovo7428	hurdle	2	4	0.5	False	-2.7420265
d__denovo31597	hurdle	1	4	0.25	True	8084449712.948481
d__denovo9527	hurdle	1	4	0.25	True	-1.859156
d__denovo3239	hurdle	1	4	0.25	True	-2.316942
d__denovo7191	hurdle	1	4	0.25	False	0.6383080000000001
d__denovo8156	hurdle	1	4	0.25	False	
d__denovo1603	hurdle	1	4	0.25	True	-5.215592
d__denovo9285	hurdle	1	4	0.25	True	1.852808
d__denovo2508	hurdle	1	4	0.25	True	-1.783829
d__denovo1674	hurdle	1	4	0.25	True	-1.781221
d__denovo19468	hurdle	1	4	0.25	True	4.723598
d__denovo20427	hurdle	1	4	0.25	True	-11.898682
d__denovo17400	hurdle	1	4	0.25	True	-7.444198
d__denovo24263	hurdle	1	4	0.25	True	8.345418
d__denovo8382	hurdle	1	4	0.25	False	0.8667425
d__denovo18722	hurdle	1	4	0.25	True	-5.627427
d__denovo18999	hurdle	1	4	0.25	True	10.613054
d__denovo8615	hurdle	1	4	0.25	False	-5.608181
d__denovo9968	hurdle	1	4	0.25	True	-5.439222
d__denovo12166	hurdle	1	4	0.25	True	-5.988959
d__denovo16926	hurdle	1	4	0.25	True	14.061614
d__denovo10768	hurdle	2	4	0.5	False	-0.5901385000000001
d__denovo9994	hurdle	1	4	0.25	True	-1.30951
d__denovo13502	hurdle	1	4	0.25	True	16.350874
d__denovo464	hurdle	1	4	0.25	False	-0.0640480000000001
d__denovo11228	hurdle	1	4	0.25	True	-3.013197
d__denovo16527	hurdle	1	4	0.25	True	5.19724
d__denovo943	hurdle	1	4	0.25	False	-1.040629
d__denovo19528	hurdle	1	4	0.25	True	3.00121
d__denovo9424	hurdle	1	4	0.25	True	-4099579.360291
d__denovo18359	hurdle	1	4	0.25	True	-5.590178
d__denovo19575	hurdle	1	4	0.25	True	6.294652
d__denovo11225	hurdle	1	4	0.25	True	1.824119
d__denovo20967	hurdle	1	4	0.25	True	1.845032
d__denovo20129	hurdle	1	4	0.25	True	9.396125
d__denovo18476	hurdle	1	4	0.25	True	5.800211
d__denovo4473	hurdle	1	4	0.25	False	2.290362
d__denovo5038	hurdle	1	4	0.25	True	8.155494
d__denovo3859	hurdle	1	4	0.25	False	2.486097
d__denovo11818	hurdle	1	4	0.25	True	-5.618957
d__denovo7605	hurdle	1	4	0.25	True	15.396332
d__denovo22477	hurdle	1	4	0.25	True	6.88203
d__denovo9318	hurdle	1	4	0.25	True	-3.609501
d__denovo10192	hurdle	1	4	0.25	True	-4.971671
d__denovo9327	hurdle	1	4	0.25	True	3.036473
d__denovo849	hurdle	1	4	0.25	True	3.392549
d__denovo4923	hurdle	1	4	0.25	True	-2.667494
d__denovo6135	hurdle	1	4	0.25	True	4.303594
d__denovo7864	hurdle	1	4	0.25	True	-2.072883
d__denovo5262	hurdle	2	4	0.5	False	-0.571185
d__denovo20089	hurdle	1	4	0.25	True	11.054976
d__denovo15979	hurdle	1	4	0.25	True	5.513346
d__denovo8784	hurdle	1	4	0.25	True	-2.988883
d__denovo21353	hurdle	1	4	0.25	True	9.032278
d__denovo13718	hurdle	1	4	0.25	True	11.514435
d__denovo21333	hurdle	1	4	0.25	True	1.936913
d__denovo19660	hurdle	1	4	0.25	True	12.931827
d__denovo2739	hurdle	1	4	0.25	False	0.766125
d__denovo24949	hurdle	1	4	0.25	True	-5.782132
d__denovo27641	hurdle	1	4	0.25	True	-2500000283.186169
d__denovo22668	hurdle	1	4	0.25	True	-285.917463
d__denovo16577	hurdle	1	4	0.25	True	-7.930546
d__denovo10081	hurdle	1	4	0.25	True	5714285785.959323
d__denovo16388	hurdle	1	4	0.25	True	10.931543
d__denovo8074	hurdle	1	4	0.25	True	2.959868
d__denovo25347	hurdle	1	4	0.25	True	-3.670168
d__denovo15550	hurdle	1	4	0.25	True	8.105238
d__denovo23613	hurdle	1	4	0.25	True	-2.74079
d__denovo12369	hurdle	1	4	0.25	True	-15.288427
d__denovo3571	hurdle	1	4	0.25	False	3.9652720000000006
d__denovo7702	hurdle	1	4	0.25	True	6.005168
d__denovo7740	hurdle	1	4	0.25	False	-2.157679
d__denovo24798	hurdle	1	4	0.25	True	8.190075
d__denovo7272	hurdle	1	4	0.25	True	-12.143486
d__denovo9275	hurdle	1	4	0.25	True	-8082635993.202847
d__denovo16420	hurdle	1	4	0.25	True	10.599047
d__denovo495	hurdle	1	4	0.25	True	-4.852205
d__denovo4503	hurdle	1	4	0.25	True	-3.1726919999999996
d__denovo10756	hurdle	1	4	0.25	True	2.692653
d__denovo22433	hurdle	1	4	0.25	True	2.948658
d__denovo3155	hurdle	1	4	0.25	True	2.320088
d__denovo8071	hurdle	1	4	0.25	True	1.289329
d__denovo6908	hurdle	1	4	0.25	True	-4.264779
d__denovo13263	hurdle	1	4	0.25	True	9.943648
d__denovo8686	hurdle	1	4	0.25	False	-2.5200744999999998
d__denovo10063	hurdle	1	4	0.25	True	3.344893
d__denovo18314	hurdle	1	4	0.25	True	5.754513
d__denovo22909	hurdle	1	4	0.25	True	-7.69808
d__denovo2414	hurdle	1	4	0.25	False	-0.548702
d__denovo5099	hurdle	1	4	0.25	True	6.00644
d__denovo22671	hurdle	1	4	0.25	True	2.409048
d__denovo17664	hurdle	1	4	0.25	True	-3.667531
d__denovo3456	hurdle	1	4	0.25	False	-5.4227505
d__denovo14998	hurdle	1	4	0.25	True	6.505992
d__denovo22968	hurdle	1	4	0.25	True	2.694933
d__denovo21191	hurdle	1	4	0.25	True	-3.170933
d__denovo3413	hurdle	1	4	0.25	True	-15.598664
d__denovo23784	hurdle	1	4	0.25	True	5.599779
d__denovo14021	hurdle	1	4	0.25	True	3.697173
d__denovo26570	hurdle	1	4	0.25	True	183.765121
d__denovo3962	hurdle	1	4	0.25	False	-1.294278
d__denovo17372	hurdle	1	4	0.25	True	-9.135924
d__denovo7555	hurdle	1	4	0.25	True	-2.576909
d__denovo17081	hurdle	1	4	0.25	True	2.434946
d__denovo21980	hurdle	1	4	0.25	True	-5.280801
d__denovo7699	hurdle	1	4	0.25	True	0.9405595
d__denovo13084	hurdle	1	4	0.25	True	-5.866508
d__denovo267	hurdle	1	4	0.25	False	-0.976263
d__denovo12957	hurdle	1	4	0.25	True	4.758486
d__denovo20744	hurdle	1	4	0.25	True	-9.122093
d__denovo15182	hurdle	1	4	0.25	True	5.30049
d__denovo13973	hurdle	1	4	0.25	True	-26.404914
d__denovo10823	hurdle	1	4	0.25	True	1.759442
d__denovo12954	hurdle	1	4	0.25	True	6.008494
d__denovo22936	hurdle	1	4	0.25	True	-10.060539
d__denovo5389	hurdle	1	4	0.25	True	-2.480565
d__denovo1442	hurdle	1	4	0.25	True	1.3786844999999999
d__denovo13372	hurdle	1	4	0.25	True	8.788004
d__denovo6447	hurdle	2	4	0.5	False	9.743715000000002
d__denovo3986	hurdle	1	4	0.25	True	0.682964
d__denovo28172	hurdle	1	4	0.25	True	15.461279
d__denovo13982	hurdle	1	4	0.25	True	10.985743
d__denovo8239	hurdle	1	4	0.25	True	1.538212
d__denovo15275	hurdle	1	4	0.25	True	-8.788227
d__denovo12367	hurdle	1	4	0.25	True	1.502375
d__denovo1709	hurdle	1	4	0.25	True	-1.3261565
d__denovo16440	hurdle	1	4	0.25	True	-14.217506
d__denovo10728	hurdle	1	4	0.25	True	-6.969857
d__denovo11697	hurdle	1	4	0.25	True	23.677714
d__denovo13197	hurdle	1	4	0.25	True	-2.542027
d__denovo3129	hurdle	1	4	0.25	False	2.0725190000000002
d__denovo2006	hurdle	1	4	0.25	False	1.2967805000000001
d__denovo20311	hurdle	1	4	0.25	True	-2.062769
d__denovo1322	hurdle	1	4	0.25	False	-0.9197215000000001
d__denovo24542	hurdle	1	4	0.25	True	-3.15262
d__denovo13603	hurdle	1	4	0.25	True	-2.260435
d__denovo4209	hurdle	1	4	0.25	True	4.448646
d__denovo15476	hurdle	1	4	0.25	True	-3.145321
d__denovo4631	hurdle	1	4	0.25	False	-3.8212720000000004
d__denovo1060	hurdle	1	4	0.25	True	-1.723609
d__denovo8990	hurdle	1	4	0.25	False	-4164126667.2222004
d__denovo12720	hurdle	1	4	0.25	True	2.424897
d__denovo11064	hurdle	1	4	0.25	True	4.919546
d__denovo4557	hurdle	1	4	0.25	False	0.43988099999999997
d__denovo12247	hurdle	1	4	0.25	True	1.715238
d__denovo15336	hurdle	1	4	0.25	True	-4.466872
d__denovo16303	hurdle	1	4	0.25	True	-6.01284
d__denovo11227	hurdle	1	4	0.25	True	6.789792
d__denovo448	hurdle	1	4	0.25	True	-2.0430135
d__denovo5938	hurdle	1	4	0.25	False	-6.1793735000000005
d__denovo11246	hurdle	1	4	0.25	True	-215249831.371674
d__denovo23953	hurdle	1	4	0.25	True	-8.556902
d__denovo19130	hurdle	1	4	0.25	True	4.592456
d__denovo21278	hurdle	1	4	0.25	True	5.582457
d__denovo21307	hurdle	1	4	0.25	True	2.948658
d__denovo22904	hurdle	1	4	0.25	True	-3.534538
d__denovo30430	hurdle	1	4	0.25	True	-5714285770.23077
d__denovo6264	hurdle	1	4	0.25	False	-1.3123825
d__denovo9702	hurdle	1	4	0.25	False	
d__denovo1225	hurdle	1	4	0.25	True	-2.786659
d__denovo7511	hurdle	1	4	0.25	False	1.03444
d__denovo9107	hurdle	1	4	0.25	True	10000000081.632158
d__denovo6129	hurdle	1	4	0.25	False	3.098593
d__denovo24268	hurdle	1	4	0.25	True	3.169996
d__denovo29069	hurdle	1	4	0.25	True	-5.160767
d__denovo3540	hurdle	1	4	0.25	True	2.946013
d__denovo19740	hurdle	1	4	0.25	True	7.999559
d__denovo26631	hurdle	1	4	0.25	True	13.511668
d__denovo17016	hurdle	1	4	0.25	True	4.494987
d__denovo8468	hurdle	1	4	0.25	False	-2.1219534999999996
d__denovo9957	hurdle	1	4	0.25	True	2.29137
d__denovo10570	hurdle	1	4	0.25	True	-4.626138
d__denovo14239	hurdle	1	4	0.25	True	2.302465
d__denovo12687	hurdle	1	4	0.25	True	6.358264
d__denovo11749	hurdle	1	4	0.25	True	-12.506213
d__denovo3892	hurdle	1	4	0.25	True	8.494954
d__denovo1204	hurdle	1	4	0.25	True	-5.815161
d__denovo8692	hurdle	1	4	0.25	True	-2.552519
d__denovo22616	hurdle	1	4	0.25	True	-8.874486
d__denovo31509	hurdle	1	4	0.25	True	17.562906
d__denovo3762	hurdle	1	4	0.25	True	-1.0666039999999999
d__denovo17870	hurdle	1	4	0.25	True	10.403786
d__denovo6459	hurdle	1	4	0.25	True	2.0517570000000003
d__denovo19599	hurdle	1	4	0.25	True	-6.435884
d__denovo16837	hurdle	1	4	0.25	True	2.802099
d__denovo2935	hurdle	1	4	0.25	True	4.875542
d__denovo2109	hurdle	1	4	0.25	True	2.927461
d__denovo9071	hurdle	1	4	0.25	True	4.252879
d__denovo23504	hurdle	1	4	0.25	True	3.690468
d__denovo12903	hurdle	1	4	0.25	True	2.180234
d__denovo6337	hurdle	1	4	0.25	False	
d__denovo5823	hurdle	2	4	0.5	False	0.23488599999999993
d__denovo3776	hurdle	1	4	0.25	True	4.550472
d__denovo24027	hurdle	1	4	0.25	True	11.08122
d__denovo7136	hurdle	1	4	0.25	True	-7.035036
d__denovo8765	hurdle	1	4	0.25	False	
d__denovo4493	hurdle	1	4	0.25	True	-2.03693
d__denovo1704	hurdle	1	4	0.25	True	-1.9720405
d__denovo15669	hurdle	1	4	0.25	True	-5.806616
d__denovo9823	hurdle	1	4	0.25	True	1.709987
d__denovo21176	hurdle	1	4	0.25	True	-4.67971
d__denovo31454	hurdle	1	4	0.25	True	8072171452.988191
d__denovo4425	hurdle	1	4	0.25	True	1.5508944999999998
d__denovo3397	hurdle	1	4	0.25	True	5.433118
d__denovo13859	hurdle	1	4	0.25	True	-13.891162
d__denovo294	hurdle	2	4	0.5	True	-10.254815
d__denovo14609	hurdle	1	4	0.25	True	-2.432127
d__denovo5452	hurdle	1	4	0.25	False	-1.1657045
d__denovo5607	hurdle	1	4	0.25	True	7.634402
d__denovo16007	hurdle	1	4	0.25	True	-10.420879
d__denovo13419	hurdle	1	4	0.25	True	4.013986
d__denovo4014	hurdle	1	4	0.25	False	-2.6381305
d__denovo17761	hurdle	1	4	0.25	True	10.0118
d__denovo17800	hurdle	1	4	0.25	True	1.973819
d__denovo20149	hurdle	1	4	0.25	True	-3.367265
d__denovo10183	hurdle	1	4	0.25	True	-1.729937
d__denovo19662	hurdle	1	4	0.25	True	13.955008
d__denovo8035	hurdle	1	4	0.25	True	-14.389579
d__denovo686	hurdle	1	4	0.25	True	-2.301276
d__denovo2112	hurdle	1	4	0.25	True	-1.4002459999999999
d__denovo7354	hurdle	1	4	0.25	True	-5.5333605
d__denovo4389	hurdle	1	4	0.25	True	-5.077038
d__denovo4136	hurdle	1	4	0.25	True	-1.5622060000000002
d__denovo3137	hurdle	1	4	0.25	True	-1.316188
d__denovo24374	hurdle	1	4	0.25	True	-9.121797
d__denovo1483	hurdle	1	4	0.25	True	-2.822162
d__denovo10681	hurdle	1	4	0.25	False	
d__denovo12948	hurdle	1	4	0.25	True	-7.513401
d__denovo18532	hurdle	1	4	0.25	True	-36.104129
d__denovo22705	hurdle	1	4	0.25	True	-3.804688
d__denovo14289	hurdle	1	4	0.25	True	15.893116
d__denovo4634	hurdle	1	4	0.25	True	1.1253625
d__denovo11554	hurdle	1	4	0.25	True	3.250547
d__denovo24338	hurdle	1	4	0.25	True	15.731274
d__denovo16025	hurdle	1	4	0.25	True	-3.296056
d__denovo1533	hurdle	1	4	0.25	True	3.544394
d__denovo12377	hurdle	1	4	0.25	True	-2.546639
d__denovo5151	hurdle	1	4	0.25	True	5.9270369999999994
d__denovo14494	hurdle	1	4	0.25	True	6.861085
d__denovo7012	hurdle	1	4	0.25	True	-13.786789
d__denovo5539	hurdle	1	4	0.25	False	-3.2073595000000004
d__denovo6918	hurdle	1	4	0.25	False	
d__denovo24006	hurdle	1	4	0.25	True	-5.160767
d__denovo8645	hurdle	1	4	0.25	True	1.80417
d__denovo9777	hurdle	1	4	0.25	True	-1.765973
d__denovo19482	hurdle	1	4	0.25	True	-3.804688
d__denovo7925	hurdle	1	4	0.25	True	2.2262235
d__denovo7780	hurdle	1	4	0.25	True	-16.491758
d__denovo14957	hurdle	1	4	0.25	True	5.389951
d__denovo26826	hurdle	1	4	0.25	True	3.090591
d__denovo486	hurdle	1	4	0.25	True	-2.48453
d__denovo13825	hurdle	1	4	0.25	True	1.998307
d__denovo12799	hurdle	1	4	0.25	True	-3.12044
d__denovo11958	hurdle	1	4	0.25	True	-5.757382
d__denovo2977	hurdle	1	4	0.25	True	2.492773
d__denovo4481	hurdle	1	4	0.25	True	1.4808904999999999
d__denovo12179	hurdle	1	4	0.25	True	-15.498493
d__denovo16529	hurdle	1	4	0.25	True	4.485643
d__denovo17772	hurdle	1	4	0.25	True	-8.907745
